customer_id,customer_name,dob,address,email,customer_since,batch_id,load_timestamp
CUST02019,Erica Hernandez,2006-03-08,"471 William Forest Apt. 072, Lake Ashley, OR 93538",medinateresa@example.com,2022-05-20,batch_002,2026-08-02T00:00:00
CUST02020,Patricia Pineda,2004-08-15,"67655 Shelly Ranch Suite 697, Brownburgh, DC 26363",thill@example.net,2022-10-15,batch_002,2026-08-02T00:00:00
CUST02021,Hannah Garcia,1989-11-04,"043 Dickson Hill Apt. 626, North Tyler, NJ 36097",dylan21@example.org,2026-05-02,batch_002,2026-08-02T00:00:00
CUST02022,Matthew Patrick,1987-11-01,"81903 Wallace Cove Suite 510, New Sarah, ND 31487",alexis33@example.org,2021-09-16,batch_002,2026-08-02T00:00:00
CUST02023,Ernest Fitzgerald,1973-10-31,"6343 Heather Club, South Jerryborough, WV 46145",sean15@example.com,2018-04-20,batch_002,2026-08-02T00:00:00
CUST02024,Mark Hunter,2000-06-19,"PSC 5417, Box 6892, APO AP 88849",antonioleblanc@example.org,2020-03-04,batch_002,2026-08-02T00:00:00
CUST02025,Juan Williams,1980-05-04,"USNV Reed, FPO AE 88880",rberry@example.org,2020-11-29,batch_002,2026-08-02T00:00:00
CUST02026,Kayla Miller,1993-01-22,"9931 Morris Stream Suite 513, New Tammy, DE 29734",sowens@example.com,2026-03-06,batch_002,2026-08-02T00:00:00
CUST02027,Ronald Flores,1947-02-21,"073 Harrison Crossroad Suite 470, Jacobsstad, IA 10738",danielclarke@example.net,2023-11-30,batch_002,2026-08-02T00:00:00
CUST02028,Jasmine Hammond,1962-03-03,"2041 Jackson Flat Apt. 916, Arnoldmouth, MD 97938",fvaughn@example.com,2016-08-02,batch_002,2026-08-02T00:00:00
CUST02029,Briana Cox,1942-07-20,"5504 Massey Mews, West Janiceside, PR 96600",brandon97@example.org,2018-07-28,batch_002,2026-08-02T00:00:00
CUST02030,Douglas Gonzales,1999-02-09,"414 Michael Shoals, New Michaelborough, MT 89266",robinsonmark@example.com,2023-01-08,batch_002,2026-08-02T00:00:00
CUST02031,Charlotte Wilson,1952-07-01,"8343 Nichols Springs Suite 991, Maciasmouth, MT 32906",william69@example.org,2025-03-16,batch_002,2026-08-02T00:00:00
CUST02032,Melissa Nelson,1951-03-24,"66287 Chase Valleys Apt. 653, Candicemouth, MI 26095",sara06@example.net,2022-04-07,batch_002,2026-08-02T00:00:00
CUST02033,Kathryn Sandoval,1980-03-28,"09972 Nguyen Road Suite 179, Lake Marissa, RI 39718",christopherprince@example.net,2025-06-13,batch_002,2026-08-02T00:00:00
CUST02034,Benjamin King,1949-08-28,"676 Larry Divide, Troyton, ME 03461",erik77@example.org,2021-01-22,batch_002,2026-08-02T00:00:00
CUST02035,Joel James,1955-04-06,"77997 Jones Rue, New Anthonystad, WI 13406",andrew23@example.com,2022-11-04,batch_002,2026-08-02T00:00:00
CUST02036,Nicholas Nelson,2006-04-08,"0829 Donald Radial, Port Louis, WV 92250",christinesmith@example.net,2023-07-11,batch_002,2026-08-02T00:00:00
CUST02037,Richard Davis,1988-05-31,"99055 Martinez Orchard Apt. 904, Cooperport, MD 49881",justin63@example.org,2022-08-20,batch_002,2026-08-02T00:00:00
CUST02038,Sarah Grant,1955-12-02,"1903 Hoffman Turnpike Apt. 824, East Blakechester, WY 06928",ystanley@example.com,2020-10-04,batch_002,2026-08-02T00:00:00
CUST02039,Amanda Diaz,1986-08-05,"1773 Justin Spur, Port Jeanne, AZ 99867",urodriguez@example.org,2021-01-19,batch_002,2026-08-02T00:00:00
CUST02040,Kim Davis,1998-03-12,"3923 Allison Lane, Esparzahaven, DE 88995",stanleymadison@example.net,2018-04-12,batch_002,2026-08-02T00:00:00
CUST02041,Sergio Hull,1996-03-08,"702 Cole Island Apt. 564, Donnaland, PA 86416",michaelbrowning@example.com,2017-08-12,batch_002,2026-08-02T00:00:00
CUST02042,Danielle Petty,1988-10-20,"0238 Faulkner Divide, East Chadstad, RI 10371",manuel90@example.net,2019-09-22,batch_002,2026-08-02T00:00:00
CUST02043,Lisa Diaz,1985-04-25,"395 Barbara Route Apt. 067, East Jason, NC 24659",ucruz@example.org,2016-12-24,batch_002,2026-08-02T00:00:00
CUST02044,Amy Thompson,2006-02-03,"8992 Sydney Lake Suite 520, North Erinville, SC 92168",erika44@example.net,2021-08-10,batch_002,2026-08-02T00:00:00
CUST02045,Charles Griffin Jr.,1999-05-15,"32217 Murphy Ridge Apt. 254, New Charles, IL 23562",vazquezdaniel@example.org,2021-11-08,batch_002,2026-08-02T00:00:00
CUST02046,Philip Brown,1957-03-14,"95755 Eric Forest Suite 007, Carrilloborough, IL 92506",robleseric@example.org,2024-11-10,batch_002,2026-08-02T00:00:00
CUST02047,Russell Dean,1973-05-10,"4621 Jason Lakes, Annastad, MO 46436",lmoore@example.org,2023-03-02,batch_002,2026-08-02T00:00:00
CUST02048,Amanda Kemp,1982-04-08,"47537 Singleton Throughway Suite 825, Mcconnellhaven, MI 71725",fbrowning@example.com,2022-02-16,batch_002,2026-08-02T00:00:00
CUST02049,Matthew Rhodes,1970-01-01,"1865 Randy Rapid, Mcleanmouth, CA 13534",brenda05@example.net,2026-07-05,batch_002,2026-08-02T00:00:00
CUST02050,Jesus Collins,1950-12-04,"9795 Melanie Plains Apt. 466, Lake Stephaniefurt, IN 66983",williamjohnson@example.com,2022-03-21,batch_002,2026-08-02T00:00:00
